"gene" "pos"
"938" "SLC17A4" 4602
"939" "LOC100500773" 6267
"940" "MIR3659" 152
"941" "MIR3685" 8509
"942" "MIR3919" 2692
"943" "MIR374C" 11845
"944" "MIR3917" 100
"945" "MIR23C" 11643
"946" "MIR3620" 865
"947" "MIR3621" 6968
"948" "MIR3677" 9838
"949" "MIR3646" 11182
"950" "MIR3616" 11194
"951" "MIR3649" 8107
"952" "MIR3612" 8656
"953" "MIR3945" 3681
"954" "MIR3609" 5599
"955" "MIR3910-1" 6767
"956" "MIR3920" 7946
"957" "MIR3650" 3874
"958" "MIR3660" 4077
"959" "MIR3909" 11493
"960" "MIR3614" 10340
"961" "MIR3619" 11540
"962" "MIR3943" 5399
"963" "MIR3912" 4446
"964" "MIR3658" 587
"965" "MIR3924" 7193
"966" "MIR3907" 5823
"967" "MIR3914-1" 5487
"968" "MIR3606" 1751
"969" "MIR3926-2" 5902
"970" "MIR3678" 10418
"971" "MIR3652" 8548
"972" "MIR3922" 8551
"973" "MIR3664" 7816
"974" "MIR642B" 10955
"975" "MIR3689A" 6958
"976" "MIR3615" 10415
"977" "MIR3916" 949
"978" "MIR3682" 1200
"979" "MIR3918" 5160
"980" "MIR3605" 131
"981" "MIR3671" 273
"982" "MIR548Z" 8369
"983" "MIR3939" 5197
"984" "MIR3622A" 5971
"985" "MIR3921" 2426
"986" "MIR3618" 11431
"987" "MIR3665" 8939
"988" "MIR3936" 4269
"989" "MIR3941" 7484
"990" "MIR3684" 3295
"991" "MIR3913-2" 8391
"992" "MIR3926-1" 5902
"993" "MIR3622B" 5971
"994" "MIR3911" 6927
"995" "MIR3938" 2243
"996" "MIR3679" 1499
"997" "MIR3668" 5075
"998" "MIR3662" 5051
"999" "MIR3688-1" 3563
"1000" "MIR550B1" 5344
"1001" "MIR3925" 4626
"1002" "MIR676" 11831
"1003" "MIR3940" 10811
"1004" "MIR3935" 9991
"1005" "MIR3663" 7460
"1006" "MIR3666" 5665
"1007" "MIR3692" 5154
"1008" "MIR3691" 4508
"1009" "MIR3928" 11475
"1010" "MIR3910-2" 6767
"1011" "MIR3913-1" 8391
"1012" "MIR3942" 9537
"1013" "MIR3661" 4277
"1014" "MIR3689B" 6958
"1015" "MIR3150B" 6263
"1016" "MIR3613" 8814
"1017" "MIR3908" 8635
"1018" "MIR3944" 7532
"1019" "MIR3714" 2068
"1020" "MIR3610" 6363
"1021" "MIR3180-5" 9838
"1022" "MIR548Y" 9231
"1023" "MIR3914-2" 5487
"1024" "CCDC179" 7630
"1025" "IQCJ-SCHIP1" 2691
"1026" "LINC01539" 10674
"1027" "TEX48" 6868
"1028" "PRKAG2-AS1" 5825
"1029" "PCAT19" 10941
"1030" "ISM1-AS1" 11067
"1031" "RBM26-AS1" 8947
"1032" "SLIT1-AS1" 7368
"1033" "LINC01095" 3504
"1034" "LOC100505549" 10681
"1035" "LINC00578" 2775
"1036" "LINC00672" 10266
"1037" "LINC00838" 7120
"1038" "LRRC3C" 10270
"1039" "LINC00919" 9972
"1040" "LOC100505622" 10944
"1041" "GTF3C2-AS1" 1079
"1042" "LINC01133" 562
"1043" "MALINC1" 4304
"1044" "FGD5-AS1" 2059
"1045" "RAD51-AS1" 9561
"1046" "DIAPH1-AS1" 4310
"1047" "LINC00967" 6134
"1048" "DCST1-AS1" 540
"1049" "RRS1-AS1" 6135
"1050" "STARD4-AS1" 4175
"1051" "NAPA-AS1" 10963
"1052" "LINC00888" 2802
"1053" "SH3BP5-AS1" 2061
"1054" "LINC01094" 3203
"1055" "LOC100505715" 10948
"1056" "LOC100505716" 1083
"1057" "LINC01592" 6146
"1058" "KRTAP9-7" 10276
"1059" "MIR4458HG" 3743
"1060" "ITGB2-AS1" 11413
"1061" "KRTAP16-1" 10276
"1062" "RPARP-AS1" 7392
"1063" "LINC01364" 373
"1064" "LINC01541" 10746
"1065" "LOC100505782" 10276
"1066" "OSER1-DT" 11181
"1067" "LOC100505795" 582
"1068" "SNHG18" 3748
"1069" "CARD8-AS1" 10966
"1070" "LINC02582" 10754
"1071" "STK4-AS1" 11184
"1072" "LINC01532" 10887
"1073" "SH3PXD2A-AS1" 7398
"1074" "LOC100505841" 4223
"1075" "ROPN1L-AS1" 3752
"1076" "APTR" 5503
"1077" "LINC00920" 10038
"1078" "LINC01088" 3204
"1079" "CEBPZOS" 1124
"1080" "MAGI2-AS3" 5511
"1081" "SLIT2-IT1" 2953
"1082" "TMEM161B-AS1" 4069
"1083" "LOC100505912" 2962
"1084" "LOC100505918" 598
"1085" "LINC01549" 11287
"1086" "ADD3-AS1" 7426
"1087" "LINC01304" 972
"1088" "LINC00645" 9141
"1089" "ENO1-AS1" 34
"1090" "LOC100505978" 8560
"1091" "SMIM31" 3589
"1092" "PPP5D1" 10959
"1093" "APELA" 3589
"1094" "LOC100506023" 620
"1095" "CRPPA-AS1" 5280
"1096" "PTOV1-AS1" 10972
"1097" "LINC00989" 3207
"1098" "GAS5-AS1" 623
"1099" "LRRC72" 5281
"1100" "LINC01005" 5462
"1101" "RNASEH1-AS1" 970
"1102" "SMG1P7" 10053
"1103" "DACT3-AS1" 10959
"1104" "RBFADN" 10786
"1105" "LOC100506071" 9156
"1106" "LINC02749" 7547
"1107" "LOC100506083" 10053
"1108" "LINC02275" 3612
"1109" "LOC100506100" 6932
"1110" "LINC02431" 3617
"1111" "LOC100506124" 1645
"1112" "TTC21B-AS1" 1646
"1113" "TMEM35B" 139
"1114" "LINC01568" 10064
"1115" "LOC100506178" 5309
"1116" "LINC00963" 6935
"1117" "LARGE-AS1" 11486
"1118" "LOC100506207" 4523
"1119" "MIR210HG" 7533
"1120" "PAXBP1-AS1" 11358
"1121" "LINC01093" 3681
"1122" "RAB30-DT" 7869
"1123" "LL22NC01-81G9.3" 11500
"1124" "KRBOX1" 2186
"1125" "LOC100506274" 988
"1126" "LINC00958" 7586
"1127" "HOTAIRM1" 5329
"1128" "GPRC5D-AS1" 8153
"1129" "LOC100506321" 9309
"1130" "LINC00649" 11363
"1131" "INKA2-AS1" 479
"1132" "FZD4-DT" 7886
"1133" "LOC100506384" 11250
"1134" "LINC01426" 11367
"1135" "LOC100506388" 10140
"1136" "LINC02398" 8186
"1137" "GAS6-DT" 9104
"1138" "LOC100506403" 11370
"1139" "ELOVL2-AS1" 4535
"1140" "LINC00871" 9223
"1141" "PANTR1" 1391
"1142" "LOC100506422" 6608
"1143" "CBR3-AS1" 11374
"1144" "LINC00648" 9231
"1145" "SPAG5-AS1" 10228
"1146" "RASSF8-AS1" 8213
"1147" "SRD5A3-AS1" 3100
"1148" "TMEM147-AS1" 10917
"1149" "LOC100506472" 11511
"1150" "LOC100506474" 1013
"1151" "EGFLAM-AS2" 3873
"1152" "DSCAM-AS1" 11393
"1153" "LOC100506497" 5338
"1154" "SPTY2D1OS" 7611
"1155" "NECTIN3-AS1" 2477
"1156" "THEGL" 3105
"1157" "C16orf95" 10127
"1158" "LOC100506585" 5850
"1159" "PPP1R26-AS1" 6960
"1160" "LOC100506639" 3894
"1161" "PXN-AS1" 8621
"1162" "C17orf112" 10322
"1163" "LCMT1-AS2" 9922
"1164" "DDX11-AS1" 8236
"1165" "NRAV" 8622
"1166" "AA06" 10247
"1167" "SACS-AS1" 8693
"1168" "IQCH-AS1" 9679
"1169" "LOC100506688" 3708
"1170" "PCAT6" 755
"1171" "LINC00327" 8694
"1172" "EBLN3P" 6657
"1173" "ALOX12-AS1" 10167
"1174" "NUP50-DT" 11536
"1175" "LOC100506730" 73
"1176" "FAM170B-AS1" 7159
"1177" "SLFN12L" 10256
"1178" "CASP12" 7962
"1179" "AFF1-AS1" 3240
"1180" "MIR497HG" 10167
"1181" "LINC00629" 12085
"1182" "OR7E37P" 8775
"1183" "IGSF11-AS1" 2513
"1184" "TRG-AS1" 5377
"1185" "TSPOAP1-AS1" 10346
"1186" "HOXD-AS2" 1692
"1187" "LINC01354" 894
"1188" "ECE1-AS1" 82
"1189" "LOC100506804" 4785
"1190" "LINC01132" 895
"1191" "MYLK-AS1" 2534
"1192" "GAS1RR" 6747
"1193" "LINC00840" 7146
"1194" "IQCF4" 2225
"1195" "GIHCG" 8339
"1196" "TTN-AS1" 1703
"1197" "LINC00933" 9751
"1198" "ELOA3D" 10633
"1199" "LUARIS" 5401
"1200" "MAGOH2P" 10183
"1201" "LINC00665" 10920
"1202" "PRKG1-AS1" 7170
"1203" "ELOA-AS1" 92
"1204" "PTPRG-AS1" 2272
"1205" "GFY" 10970
"1206" "MRLN" 7204
"1207" "TMCC1-AS1" 2561
"1208" "PITRM1-AS1" 6985
"1209" "TUNAR" 9449
"1210" "TPBGL" 7833
"1211" "LOC100507053" 3295
"1212" "LRCOL1" 8675
"1213" "MELTF-AS1" 2863
"1214" "PSMD6-AS2" 2280
"1215" "TEX26-AS1" 8727
"1216" "CLIP1-AS1" 8630
"1217" "DLG1-AS1" 2864
"1218" "PITPNM2-AS1" 8633
"1219" "GIMD1" 3328
"1220" "ADAMTS9-AS2" 2284
"1221" "ASAP1-IT2" 6423
"1222" "PRC1-AS1" 9779
"1223" "LINC00707" 7001
"1224" "SPART-AS1" 8752
"1225" "LINC01792" 1804
"1226" "LOC100507156" 5951
"1227" "BOLA3-AS1" 1291
"1228" "LINC01012" 4608
"1229" "SLFNL1-AS1" 165
"1230" "LINC02525" 4499
"1231" "SMLR1" 5032
"1232" "LINC02740" 7719
"1233" "LINC00943" 8649
"1234" "LINC01578" 9788
"1235" "RNF157-AS1" 10421
"1236" "VWA8-AS1" 8778
"1237" "MAMDC2-AS1" 6672
"1238" "SNHG16" 10423
"1239" "LOC100507250" 8387
"1240" "LINC01013" 5038
"1241" "MEG9" 9474
"1242" "STX18-AS1" 2884
"1243" "ZNF865" 10994
"1244" "TMEM44-AS1" 2853
"1245" "SMC5-AS1" 6672
"1246" "ALKBH3-AS1" 7726
"1247" "ERVK13-1" 9840
"1248" "SMIM18" 5984
"1249" "LOC100507346" 6782
"1250" "LOC100507351" 10427
"1251" "LOC100507373" 10840
"1252" "LOC100507377" 8412
"1253" "LOC100507384" 7735
"1254" "LOC100507389" 2618
"1255" "LINC01968" 2854
"1256" "SENCR" 8071
"1257" "LRP4-AS1" 7740
"1258" "C1QTNF1-AS1" 10434
"1259" "TMEM178B" 5784
"1260" "MKNK1-AS1" 190
"1261" "ZNF571-AS1" 10925
"1262" "LOC100507443" 1837
"1263" "GVQW2" 5068
"1264" "DPH6-DT" 9538
"1265" "GRID1-AS1" 7319
"1266" "LOC100507472" 9827
"1267" "IDH1-AS1" 1838
"1268" "LINC01277" 5088
"1269" "SDCBP2-AS1" 11012
"1270" "EGFR-AS1" 5454
"1271" "LINC01569" 9846
"1272" "ARHGEF26-AS1" 2668
"1273" "THEG5" 10899
"1274" "STRIT1" 2674
"1275" "LOC100507557" 5100
"1276" "LOC100507564" 219
"1277" "RAB11B-AS1" 10818
"1278" "BHLHE40-AS1" 2014
"1279" "LINC01016" 4614
"1280" "TGFBR3L" 10816
"1281" "NAGPA-AS1" 9850
"1282" "LCT-AS1" 1507
"1283" "TRIM52-AS1" 4486
"1284" "LINC00837" 7098
"1285" "KRTAP9-6" 10276
"1286" "LINC00658" 11030
"1287" "LINC00968" 6090
"1288" "LOC100507634" 228
"1289" "LINC01606" 6093
"1290" "MARK2P9" 7348
"1291" "GMDS-DT" 4495
"1292" "CPB2-AS1" 8796
"1293" "SMC4" 2697
"1294" "GJC1" 10290
"1295" "LY75-CD302" 1617
"1296" "ARPC4-TTLL3" 2036
"1297" "MSANTD3-TMEFF1" 6803
"1298" "RBM14-RBM4" 7799
"1299" "CENPS-CORT" 41
"1300" "ATP5MF-PTCD1" 5601
"1301" "ABHD14A-ACY1" 2226
"1302" "CCDC169-SOHLH2" 8751
"1303" "RNF103-CHMP3" 1348
"1304" "SMIM35" 8022
"1305" "STIMATE-MUSTN1" 2230
"1306" "EPPIN-WFDC6" 11187
"1307" "ARPIN-AP3S2" 9774
"1308" "NT5C1B-RDH14" 1039
"1309" "CAHM" 5181
"1310" "INMT-MINDY4" 5346
"1311" "SLX1B-SULT1A4" 9937
"1312" "PHOSPHO2-KLHL23" 1663
"1313" "SEPT5-GP1BB" 11430
"1314" "FPGT-TNNI3K" 315
"1315" "BLOC1S5-TXNDC5" 4521
"1316" "EEF1E1-BLOC1S5" 4521
"1317" "RPL17-C18orf32" 10645
"1318" "TGIF2-RAB5IF" 11146
"1319" "GIMAP1-GIMAP5" 5820
"1320" "GJA9-MYCBP" 156
"1321" "MROH7-TTC4" 225
"1322" "PMF1-BGLAP" 545
"1323" "LHX4-AS1" 652
"1324" "TLCD4-RWDD3" 408
"1325" "BORCS7-ASMT" 7394
"1326" "TMX2-CTNND1" 7761
"1327" "SAA2-SAA4" 7609
"1328" "ARL2-SNX15" 7792
"1329" "HSPB2-C11orf52" 7994
"1330" "ST20-MTHFS" 9734
"1331" "BLOC1S1-RDH5" 8330
"1332" "POC1B-GALNT4" 8482
"1333" "FKBP1A-SDCBP2" 11012
"1334" "KLRC4-KLRK1" 8142
"1335" "ARMCX5-GPRASP2" 11948
"1336" "NEDD8-MDP1" 9126
"1337" "BCL2L2-PABPN1" 9122
"1338" "RPL36A-HNRNPH2" 11945
"1339" "CORO7-PAM16" 9847
"1340" "RAD51L3-RFFL" 10254
"1341" "RNASEK-C17orf49" 10167
"1342" "TMEM256-PLSCR3" 10168
"1343" "ZNF559-ZNF177" 10821
"1344" "RPS10-NUDT3" 4616
"1345" "ZNF816-ZNF321P" 10985
"1346" "HSPE1-MOB4" 1790
"1347" "CKLF-CMTM1" 10039
"1348" "SYNJ2BP-COX16" 9333
"1349" "CHURC1-FNTB" 9308
"1350" "MIA-RAB4B" 10938
"1351" "RAB4B-EGLN2" 10938
"1352" "ZNF625-ZNF20" 10832
"1353" "AP1M2" 10826
"1354" "NPHP3-ACAD11" 2572
"1355" "NDUFC2-KCTD14" 7845
"1356" "COMMD3-BMI1" 7069
"1357" "INO80B-WBP1" 1293
"1358" "MICOS10-NBL1" 74
"1359" "PIR-FIGF" 11622
"1360" "C8orf44-SGK3" 6136
"1361" "ZHX1-C8orf76" 6392
"1362" "RTEL1-TNFRSF6B" 11269
"1363" "ZNF670-ZNF695" 948
"1364" "KRTAP29-1" 10276
"1365" "UBE2F-SCLY" 1973
"1366" "FXYD6-FXYD2" 8021
"1367" "SEC24B-AS1" 3342
"1368" "ZNF664-RFLNA" 8637
"1369" "ARHGAP19-SLIT1" 7369
"1370" "FAM24B-CUZD1" 7485
"1371" "PRH1-PRR4" 8144
"1372" "BIVM-ERCC5" 9054
"1373" "DNAAF4-CCPG1" 9625
"1374" "RBAK-RBAKDN" 5232
"1375" "SENP3-EIF4A1" 10169
"1376" "P2RX5-TAX1BP3" 10152
"1377" "SLMO2-ATP5E" 11248
"1378" "APOC4-APOC2" 10952
"1379" "MAGEA10-MAGEA5" 12155
"1380" "TNFAIP8L2-SCNM1" 524
"1381" "HOXA10-HOXA9" 5330
"1382" "URGCP-MRPS24" 5403
"1383" "HNRNPUL2-BSCL2" 7782
"1384" "ISY1-RAB43" 2557
"1385" "TM4SF19-TCTEX1D2" 2860
"1386" "UBA2" 10912
"1387" "SAE1" 10961
"1388" "LINC00159" 11355
"1389" "FARSB" 1904
"1390" "ABCC5" 2804
"1391" "ABCB6" 1888
"1392" "DNM1L" 8242
"1393" "CDH8" 10016
"1394" "ABCC9" 8194
"1395" "ABCF2" 5822
"1396" "MIR4464" 4851
"1397" "MIR2681" 9050
"1398" "MIR4793" 2212
"1399" "MIR4680" 7431
"1400" "MIR4668" 6855
"1401" "MIR4469" 6040
"1402" "MIR4648" 5222
"1403" "MIR4653" 5608
"1404" "MIR4486" 7615
"1405" "MIR4695" 71
"1406" "MIR4523" 10232
"1407" "MIR4647" 4661
"1408" "MIR4731" 10204
"1409" "MIR4686" 7540
"1410" "MIR4679-1" 7333
"1411" "MIR4526" 10511
"1412" "MIR3689D1" 6958
"1413" "MIR4728" 10269
"1414" "MIR4699" 8444
"1415" "MIR499B" 11139
"1416" "MIR4787" 2220
"1417" "MIR4741" 10522
"1418" "MIR4458" 3743
"1419" "MIR4763" 11540
"1420" "MIR548AN" 9038
"1421" "MIR4534" 11505
"1422" "MIR4769" 11766
"1423" "MIR4760" 11392
"1424" "MIR4720" 10100
"1425" "MIR4480" 7028
"1426" "MIR4804" 4000
"1427" "MIR4726" 10265
"1428" "MIR4466" 5151
"1429" "MIR4536-1" 11791
"1430" "MIR4772" 1380
"1431" "MIR4505" 9348
"1432" "MIR4779" 1347
"1433" "MIR4655" 5218
"1434" "MIR4795" 2385
"1435" "MIR4483" 7444
"1436" "MIR4530" 10932
"1437" "MIR4420" 120
"1438" "MIR4796" 2494
"1439" "MIR4722" 10133
"1440" "MIR4754" 11006
"1441" "MIR378D2" 6258
"1442" "MIR4752" 10990
"1443" "MIR4719" 10078
"1444" "MIR203B" 9487
"1445" "MIR4643" 4857
"1446" "MIR4633" 4254
"1447" "MIR4708" 9310
"1448" "MIR4641" 4649
"1449" "MIR4498" 8621
"1450" "MIR4465" 5077
"1451" "MIR4514" 9740
"1452" "MIR4500" 8984
"1453" "MIR4513" 9713
"1454" "MIR371B" 10988
"1455" "MIR4490" 7898
"1456" "MIR4783" 1479
"1457" "MIR548O2" 5982
"1458" "MIR4679-2" 7333
"1459" "MIR4718" 9884
"1460" "MIR378D1" 2891
"1461" "MIR4634" 4462
"1462" "MIR4734" 10265
"1463" "MIR4729" 10351
"1464" "MIR4652" 5576
"1465" "MIR4439" 1915
"1466" "MIR4782" 1416
"1467" "MIR4737" 10353
"1468" "MIR4709" 9351
"1469" "MIR3689F" 6958
"1470" "MIR4437" 1716
"1471" "MIR4667" 6651
"1472" "MIR548AL" 8469
"1473" "MIR4797" 2864
"1474" "MIR4765" 1103
"1475" "MIR4736" 10347
"1476" "MIR4753" 897
"1477" "MIR4756" 11225
"1478" "MIR4468" 5772
"1479" "MIR4473" 6583
"1480" "MIR4519" 9939
"1481" "MIR4454" 3738
"1482" "MIR4457" 3710
"1483" "MIR4669" 6955
"1484" "MIR3529" 9769
"1485" "MIR4705" 9051
"1486" "MIR4717" 9838
"1487" "MIR4673" 6965
"1488" "MIR4759" 11332
"1489" "MIR3976" 10477
"1490" "MIR4661" 6246
"1491" "MIR4799" 3511
"1492" "MIR4724" 10239
"1493" "MIR4768" 11631
"1494" "MIR3960" 6928
"1495" "MIR4762" 11538
"1496" "MIR3975" 10580
"1497" "MIR4516" 9838
"1498" "MIR4663" 6392
"1499" "MIR4701" 8300
"1500" "MIR4733" 10237
"1501" "MIR4776-1" 1859
"1502" "MIR4472-1" 6479
"1503" "MIR4639" 4558
"1504" "MIR4651" 5498
"1505" "MIR4637" 3773
"1506" "MIR4422" 228
"1507" "MIR451B" 10229
"1508" "MIR4802" 3046
"1509" "MIR4508" 9499
"1510" "MIR4522" 10222
"1511" "MIR4540" 6656
"1512" "MIR3974" 8175
"1513" "MIR4503" 9183
"1514" "MIR4788" 2580
"1515" "MIR4738" 10420
"1516" "MIR4766" 11517
"1517" "MIR4489" 7795
"1518" "MIR4645" 4498
"1519" "MIR4676" 7263
"1520" "MIR4665" 6517
"1521" "MIR4475" 6656
"1522" "MIR4529" 10671
"1523" "MIR4791" 2079
"1524" "MIR4690" 7795
"1525" "MIR4510" 9539
"1526" "MIR4740" 10443
"1527" "MIR4764" 11484
"1528" "MIR4678" 7326
"1529" "MIR3977" 4044
"1530" "MIR4450" 3194
"1531" "MIR4710" 9490
"1532" "MIR4674" 6965
"1533" "MIR3688-2" 3563
"1534" "MIR4499" 8680
"1535" "MIR4757" 1043
"1536" "MIR4666A" 867
"1537" "MIR4472-2" 8604
"1538" "MIR3973" 7690
"1539" "MIR4478" 6902
"1540" "MIR4749" 10972
"1541" "MIR4750" 10972
"1542" "MIR4781" 223
"1543" "MIR4524A" 10389
"1544" "MIR4777" 1944
"1545" "MIR4664" 6486
"1546" "MIR4493" 8046
"1547" "MIR4682" 7472
"1548" "MIR4482" 7400
"1549" "MIR1245B" 1751
"1550" "MIR4460" 4256
"1551" "MIR4636" 3746
"1552" "MIR4484" 7499
"1553" "MIR4424" 645
"1554" "MIR4700" 8623
"1555" "MIR4491" 7991
"1556" "MIR4716" 9597
"1557" "MIR3689C" 6958
"1558" "MIR4790" 2015
"1559" "MIR219B" 6930
"1560" "MIR4747" 10805
"1561" "MIR4794" 271
"1562" "MIR548AE2" 9954
"1563" "MIR4758" 11263
"1564" "MIR4638" 4486
"1565" "MIR4677" 932
"1566" "MIR3689D2" 6958
"1567" "MIR4649" 5404
"1568" "MIR548AI" 9149
"1569" "MIR4659A" 5885
"1570" "MIR4451" 3235
"1571" "MIR4660" 5888
"1572" "MIR4670" 6771
"1573" "MIR4642" 4662
"1574" "MIR550A3" 5341
"1575" "MIR4531" 10951
"1576" "MIR4774" 1658
"1577" "MIR3591" 10685
"1578" "MIR4800" 2876
"1579" "MIR4730" 10438
"1580" "MIR2467" 1980
"1581" "MIR4775" 1836
"1582" "MIR4533" 11254
"1583" "MIR4735" 727
"1584" "MIR4785" 1620
"1585" "MIR4743" 10641
"1586" "MIR4688" 7738
"1587" "MIR4713" 9606
"1588" "MIR4746" 10803
"1589" "MIR4659B" 5885
"1590" "MIR4770" 11582
"1591" "MIR4492" 8026
"1592" "MIR4803" 3997
"1593" "MIR4511" 9671
"1594" "MIR4671" 893
"1595" "MIR4456" 3707
"1596" "MIR4675" 7062
"1597" "MIR548AC" 2097
"1598" "MIR4732" 10229
"1599" "MIR4654" 570
"1600" "MIR3064" 10371
"1601" "MIR4723" 10227
"1602" "MIR4427" 890
"1603" "MIR4684" 88
"1604" "MIR4773-1" 1579
"1605" "MIR4789" 2766
"1606" "MIR4712" 9602
"1607" "MIR4440" 1978
"1608" "MIR4681" 7470
"1609" "MIR4436A" 1352
"1610" "MIR3198-2" 8323
"1611" "MIR4520-1" 10165
"1612" "MIR4696" 7830
"1613" "MIR4515" 9747
"1614" "MIR4518" 9938
"1615" "MIR4521" 10172
"1616" "MIR4443" 2210
"1617" "MIR5047" 10371
"1618" "MIR4711" 249
"1619" "MIR4692" 7822
"1620" "MIR4462" 4630
"1621" "MIR4761" 11431
"1622" "MIR4535" 11553
"1623" "MIR4727" 10265
"1624" "MIR4786" 1982
"1625" "MIR4773-2" 1579
"1626" "MIR4434" 1248
"1627" "MIR4744" 10643
"1628" "MIR4689" 21
"1629" "MIR4703" 8821
"1630" "MIR4707" 9120
"1631" "MIR4748" 10826
"1632" "MIR4694" 7616
"1633" "MIR4672" 6928
"1634" "MIR4644" 5210
"1635" "MIR4714" 9815
"1636" "MIR4755" 11135
"1637" "MIR4801" 3031
"1638" "MIR4449" 3088
"1639" "MIR1343" 7686
"1640" "MIR4632" 49
"1641" "MIR4658" 5604
"1642" "MIR4474" 6583
"1643" "MIR4725" 10239
"1644" "MIR4471" 6287
"1645" "MIR2682" 421
"1646" "MIR4687" 7546
"1647" "MIR4497" 8575
"1648" "MIR4476" 6656
"1649" "MIR4693" 7957
"1650" "MIR4745" 10788
"1651" "MIR3689E" 6958
"1652" "MIR4778" 1256
"1653" "MIR4656" 5232
"1654" "MIR4520-2" 10165
"1655" "MIR4767" 11585
"1656" "MIR4742" 849
"1657" "MIR4429" 1007
"1658" "MIR4488" 7777
"1659" "MIR4798" 2897
"1660" "MIR4776-2" 1859
"1661" "MIR4432" 1230
"1662" "MIR4715" 9507
"1663" "MIR548AD" 1157
"1664" "MIR4446" 2488
"1665" "MIR4442" 2108
"1666" "MIR4635" 3709
"1667" "MIR4479" 6967
"1668" "MIR4423" 363
"1669" "MIR4685" 7374
"1670" "MIR4751" 10972
"1671" "MIR4470" 6114
"1672" "MIR4698" 8293
"1673" "MIR4706" 9309
"1674" "MIR3978" 11980
"1675" "MIR4441" 1978
"1676" "MIR2392" 9472
"1677" "MIR378E" 4440
"1678" "C8orf37-AS1" 6264
"1679" "TPTE2P5" 8773
"1680" "NR1H3" 7742
"1681" "DIO2-AS1" 9377
"1682" "DNM3OS" 615
"1683" "MIR3155B" 6998
"1684" "COX17" 2516
"1685" "PARTICL" 1344
"1686" "LOC100631378" 10926
"1687" "FAM47E-STBD1" 3192
"1688" "LINC00659" 11265
"1689" "RAET1E-AS1" 5119
"1690" "PYCARD-AS1" 9941
"1691" "SPATA8-AS1" 9806
"1692" "LOC100652758" 4357
"1693" "PRICKLE2-AS1" 2281
"1694" "LOC100652768" 8018
"1695" "DSG2-AS1" 10562
"1696" "NNT-AS1" 3896
"1697" "SNX29P1" 9909
"1698" "GS1-24F4.2" 5885
"1699" "KIAA2012" 1810
"1700" "CACNA1C-AS1" 8111
"1701" "LINC01023" 4162
"1702" "TMCO5B" 9529
"1703" "ALOX15P1" 10165
"1704" "LINC00904" 10914
"1705" "LOC100652999" 8320
"1706" "CEP295NL" 10433
"1707" "SCAMP2" 9713
"1708" "SCAMP3" 541
"1709" "RWDD2B" 11341
"1710" "CDH9" 3823
"1711" "MUC12" 5607
"1712" "DPP3" 7798
"1713" "SNUPN" 9716
"1714" "HUWE1" 11783
"1715" "PCAT1" 6409
"1716" "HIF1A-AS2" 9294
"1717" "RCAN3AS" 94
"1718" "HTT-AS" 2880
"1719" "PTPRU" 114
"1720" "TSPAN32" 7541
"1721" "KLHL7-DT" 5312
"1722" "RBM5-AS1" 2218
"1723" "TSSC4" 7541
"1724" "ATP9A" 11214
"1725" "CDH10" 3812
"1726" "PDCD7" 9669
"1727" "GPC6" 9010
"1728" "MYZAP" 9635
"1729" "USH1C" 7606
"1730" "PQBP1" 11770
"1731" "MIR5197" 4320
"1732" "MIR5000" 1296
"1733" "MIR5007" 8835
"1734" "MIR5583-2" 10599
"1735" "MIR5689" 4532
"1736" "MIR5579" 7852
"1737" "MIR5680" 6295
"1738" "MIR5011" 10725
"1739" "MIR5693" 8820
"1740" "MIR5188" 8641
"1741" "MIR5696" 1375
"1742" "MIR4524B" 10389
"1743" "MIR1295B" 611
"1744" "MIR5581" 150
"1745" "MIR5100" 7142
"1746" "MIR5691" 7568
"1747" "MIR5695" 5011
"1748" "MIR5692C2" 7371
"1749" "MIR5687" 3931
"1750" "MIR5582" 7740
"1751" "MIR5002" 2536
"1752" "MIR5093" 10118
"1753" "MIR5091" 2922
"1754" "MIR5698" 9467
"1755" "MIR5583-1" 10599
"1756" "MIR5006" 8776
"1757" "MIR5705" 3242
"1758" "MIR5587" 9831
"1759" "MIR5003" 9726
"1760" "MIR5700" 8506
"1761" "MIR5707" 5853
"1762" "MIR5186" 2657
"1763" "MIR5092" 2541
"1764" "MIR5704" 2569
"1765" "MIR548AU" 5506
"1766" "MIR5010" 10281
"1767" "MIR5690" 4622
"1768" "MIR4999" 10818
"1769" "MIR5191" 750
"1770" "MIR5194" 6423
"1771" "MIR5702" 1922
"1772" "MIR5708" 6198
"1773" "MIR5189" 10132
"1774" "MIR5681A" 6172
"1775" "MIR5094" 9774
"1776" "MIR548AX" 2936
"1777" "MIR5089" 10296
"1778" "MIR5196" 10916
"1779" "MIR5008" 864
"1780" "MIR5088" 10971
"1781" "MIR5685" 4702
"1782" "MIR5580" 9259
"1783" "MIR5688" 2377
"1784" "MIR548AQ" 5806
"1785" "MIR5193" 2216
"1786" "MIR5190" 10511
"1787" "MIR5703" 1926
"1788" "MIR5692C1" 2857
"1789" "MIR548AV" 7215
"1790" "MIR548AP" 357
"1791" "MIR5699" 6973
"1792" "MIR5192" 1238
"1793" "MIR5586" 7097
"1794" "MIR5584" 181
"1795" "MIR5187" 567
"1796" "MIR5681B" 6172
"1797" "MIR548AS" 9056
"1798" "EDIL3" 4049
"1799" "EGFLAM-AS4" 3872
"1800" "NEGR1-IT1" 304
"1801" "ZRANB2-AS2" 300
